"","player_api_id","overall_rate","gk_rate","player_name","appear","league"
"3143",37645,71,131,"Andrea Orlandi",2,1
"3144",37651,70,145,"Ludovic Sylvestre",6,1
"3145",37653,73,110,"Oriol Riera",60,1
"3146",37654,75,62,"Paco Montanes",51,1
"3147",37656,75,379,"Ruben",110,1
"3148",37657,68,66,"Izidoro Gomez",11,2
"3149",37666,69,148,"Juande",15,2
"3150",37667,74,143,"Melli",64,2
"3151",37672,74,140,"Victoriano Rivas Nano",52,1
"3152",37678,74,368,"Tobias Sippel",38,1
"3153",37681,74,147,"Josh Simpson",7,1
"3154",37684,73,139,"Daniel de Ridder",55,3
"3155",37718,75,129,"Sergio Fernandez",81,1
"3156",37721,71,144,"Roberto Sousa",84,1
"3157",37731,69,132,"Florian Heller",33,1
"3158",37733,64,126,"Marco Kurth",8,1
"3159",37753,69,128,"Francis Dickoh",50,3
"3160",37754,76,137,"Carlos Diogo",46,1
"3161",37755,71,120,"Stephen Dobbie",3,1
"3162",37756,78,123,"Johan Audel",73,1
"3163",37760,76,147,"Nikos Liberopoulos",37,1
"3164",37762,82,159,"Jan Vertonghen",216,2
"3165",37764,80,126,"Andre Ooijer",62,2
"3166",37767,78,142,"Giuseppe Sculli",106,1
"3167",37768,73,156,"Ciro Capuano",89,1
"3168",37770,78,399,"Kasper Schmeichel",62,1
"3169",37774,69,78,"Gary Harkins",107,1
"3170",37779,69,115,"Lewis Grabban",7,1
"3171",37780,73,369,"Darren Randolph",117,2
"3172",37783,74,134,"Edu",29,1
"3173",37787,80,142,"Joris Mathijsen",169,3
"3174",37789,73,139,"Robbert Schilder",186,1
"3175",37791,72,146,"Mathieu Berson",22,1
"3176",37793,74,141,"Antonio Tomas",61,1
"3177",37798,85,136,"Jan Vennegoor of Hesselink",32,2
"3178",37799,83,128,"Obafemi Martins",49,3
"3179",37804,85,118,"Nicolas Anelka",105,1
"3180",37806,70,40,"Gil Vermouth",15,1
"3181",37811,53,116,"Marco Ritzberger",13,1
"3182",37823,66,137,"Enar Jaeaeger",2,1
"3183",37824,88,166,"Joaquin",167,2
"3184",37839,64,319,"Bart Deelkens",22,1
"3185",37841,61,51,"Marc Hendrikx",13,1
"3186",37844,68,131,"Vilmos Vanczak",199,1
"3187",37845,75,121,"Xisco",16,2
"3188",37846,64,126,"Asanda Sishuba",6,1
"3189",37854,68,347,"Frank Boeckx",24,1
"3190",37856,63,117,"Henri Munyaneza",2,1
"3191",37858,72,134,"Jeroen Simaeys",70,1
"3192",37861,67,133,"Landry Mulemo",63,1
"3193",37865,63,58,"Nicky Hayen",8,1
"3194",37866,65,130,"Peter Delorge",67,1
"3195",37868,82,399,"Simon Mignolet",223,2
"3196",37871,78,131,"Jonathan Soriano",1,1
"3197",37879,76,146,"Marc Torrejon Moya",111,2
"3198",37886,69,145,"Karel D'Haene",128,1
"3199",37887,65,127,"Loris Reina",15,1
"3200",37889,68,145,"Bart Buysse",87,2
"3201",37893,66,144,"Ludwig van Nieuwenhuyze",46,1
"3202",37900,72,352,"Sammy Bossuyt",180,1
"3203",37902,66,149,"Stijn Meert",13,1
"3204",37903,65,138,"Stijn Minne",45,1
"3205",37909,68,148,"Tony Sergeant",23,1
"3206",37916,70,139,"Miguel Robuste",4,1
"3207",37920,82,147,"Albert Riera",33,1
"3208",37937,70,354,"Davino Verhulst",100,2
"3209",37943,63,57,"Kristof Lardenoit",17,1
"3210",37944,68,145,"Laurent Macquet",6,1
"3211",37945,63,115,"Mahamadou Dissa",30,1
"3212",37947,55,118,"Sekou Ouattara",1,1
"3213",37950,84,128,"Gervinho",183,3
"3214",37952,64,49,"Dieter van Tornhout",7,2
"3215",37953,65,127,"Gunther Vanaudenaerde",78,1
"3216",37957,69,145,"Sergiy Serebrennikov",32,1
"3217",37963,64,140,"Jorn Vermeulen",36,1
"3218",37965,71,142,"Birger Maertens",98,2
"3219",37967,67,122,"Daniel Chavez",13,1
"3220",37968,70,132,"Elrio van Heerden",12,1
"3221",37970,71,152,"Manuel Lara Martinez,26",26,1
"3222",37971,68,348,"Glenn Verbauwhede",63,1
"3223",37972,68,152,"Gregory Dufer",39,1
"3224",37976,66,127,"Jason Vandelannoite",9,1
"3225",37978,71,122,"Jeanvion Yulu-Matondo",17,2
"3226",37979,73,138,"Jonathan Blondel",60,1
"3227",37981,69,143,"Kevin Roelandts",43,1
"3228",37983,74,152,"Koen Daerden",39,1
"3229",37984,73,119,"Mannaseh Ishiaku",14,2
"3230",37986,71,56,"Mustapha Diallo",55,1
"3231",37988,76,141,"Philippe Clement",55,1
"3232",37990,73,361,"Stijn Stijnen",81,1
"3233",37992,69,106,"Timothy Dreesen",3,1
"3234",37993,65,324,"Yves Lenaerts",10,1
"3235",37996,75,151,"Mustapha Riga",2,1
"3236",38004,74,142,"Carmelo Gonzalez",51,1
"3237",38008,72,150,"Txomin Nagore",33,1
"3238",38025,75,150,"Nacho Perez",94,1
"3239",38035,77,147,"Fernandez Aitor Tornavaca,29",29,1
"3240",38036,71,141,"Rafael Barber",20,1
"3241",38044,81,119,"Ikechukwu Uche",98,1
"3242",38060,77,165,"Edgar Alvarez",59,1
"3243",38064,73,98,"Francisco Molinero",15,1
"3244",38065,76,141,"Jose Antonio Garcia Calvo",19,1
"3245",38066,73,129,"Jeff Strasser",3,1
"3246",38067,73,138,"Chris Gunter",22,1
"3247",38071,72,122,"Kevin Kyle",56,1
"3248",38075,63,38,"Dermot McCaffrey",1,1
"3249",38076,63,121,"Hamed Namouchi",4,2
"3250",38077,70,103,"Sam Parkin",30,1
"3251",38084,83,129,"Mateja Kezman",9,1
"3252",38092,62,73,"Mark Stewart",18,1
"3253",38098,82,155,"Andre-Pierre Gignac",188,1
"3254",38100,66,37,"Anilton",33,1
"3255",38103,69,130,"Edwin de Graaf",73,2
"3256",38108,74,96,"Habib Bamogo",34,1
"3257",38111,67,126,"Jeremy Henin",15,1
"3258",38113,71,124,"Claudio Lito",41,1
"3259",38118,75,166,"Nicolas Andres Cordova",17,1
"3260",38122,68,50,"Adriano Russo",9,1
"3261",38131,75,154,"Alejandro Alfaro",69,1
"3262",38136,74,125,"Carlos Reina Aranda",77,1
"3263",38138,69,131,"David Prieto",33,1
"3264",38139,81,152,"Diego Capel",117,3
"3265",38148,70,130,"Jose Angel Crespo",65,3
"3266",38151,73,136,"Lolo",106,1
"3267",38160,75,153,"Marti Soler",134,1
"3268",38162,70,54,"Alves Justino Jorge Luiz,28",28,1
"3269",38167,74,130,"Thomas Kleine",24,1
"3270",38170,73,118,"Andre Mijatovic",35,1
"3271",38178,70,146,"Juri Judt",33,1
"3272",38181,72,137,"Stephan Schrock",13,1
"3273",38182,68,117,"Torsten Oehrl",29,1
"3274",38183,72,127,"Christian Timm",9,1
"3275",38186,63,119,"Dejan Kelhar",37,2
"3276",38188,74,152,"Martin Lanig",86,1
"3277",38190,72,114,"Stefan Reisinger",32,1
"3278",38206,75,128,"Alexander Iashvili",13,1
"3279",38212,66,128,"Boubacar Diarra",10,1
"3280",38213,72,128,"Andreas Ibertsberger",65,1
"3281",38215,77,125,"Youssef Wasef Mohamad",89,1
"3282",38216,78,130,"Jonathan Pitroipa",124,2
"3283",38217,68,67,"Wilfried Sanou",6,1
"3284",38229,82,181,"Bryan Ruiz",167,4
"3285",38230,76,375,"Apoula Edima Edel",45,1
"3286",38231,69,142,"Ernest Webnje Nfor",98,1
"3287",38233,69,145,"Randall Azofeifa",31,1
"3288",38239,86,151,"Ricardo Quaresma",41,3
"3289",38241,78,148,"Helder Barbosa",85,2
"3290",38243,70,121,"David Odonkor",1,1
"3291",38244,84,162,"Mark van Bommel",129,3
"3292",38246,71,105,"Christophe Gregoire",30,2
"3293",38247,62,118,"Damir Mirvic",34,1
"3294",38248,72,144,"Dario Smoje",2,1
"3295",38249,71,140,"Davy De Beule",89,2
"3296",38251,69,136,"Dominic Foley",33,1
"3297",38252,68,341,"Frederic Herpoel",7,1
"3298",38253,76,138,"Guillaume Gillet",195,2
"3299",38254,75,134,"Jean Beausejour",57,1
"3300",38255,66,129,"Kenny Thompson",66,1
"3301",38257,69,126,"Nebojsa Pavlovic",143,1
"3302",38262,70,63,"Steve De Ridder",82,2
"3303",38263,75,40,"Aristide Bance",32,1
"3304",38273,65,128,"Hassan El Mouataz",48,1
"3305",38285,53,108,"Benjamin De Wilde",3,1
"3306",38289,67,326,"Jugoslav Lazic",38,1
"3307",38290,73,140,"Killan Overmeire",173,1
"3308",38292,68,119,"Olivier Doll",34,1
"3309",38293,73,141,"Joao Carlos",57,1
"3310",38295,65,134,"Mady Saidou Panandetiguiri",20,1
"3311",38312,64,127,"Chemcedine El Araichi",19,1
"3312",38318,64,311,"Jurgen Sierens",39,1
"3313",38320,70,38,"Kevin Oris",3,1
"3314",38322,65,144,"Martijn Monteyne",124,2
"3315",38323,65,61,"Maxime Annys",59,1
"3316",38327,68,339,"Wouter Biebauw",59,1
"3317",38332,63,94,"Emanuel Sarki",30,2
"3318",38336,75,131,"Nabil Dirar",100,2
"3319",38337,71,128,"Stef Wils",103,1
"3320",38339,64,123,"Wouter Corstjens",86,1
"3321",38341,68,339,"Yves De Winter",94,2
"3322",38342,65,132,"Bernt Evens",117,1
"3323",38343,67,140,"Jef Delen",72,1
"3324",38347,63,135,"Marc Wagemakers",48,1
"3325",38348,64,139,"Michael Modubi",13,1
"3326",38349,73,137,"Nico van Kerckhoven",32,1
"3327",38353,65,61,"Tom van Imschoot",24,1
"3328",38354,66,132,"Wim Mennes",81,1
"3329",38357,70,141,"Oleg Iachtchouk",80,1
"3330",38360,68,152,"Laurent Delorge",73,1
"3331",38362,83,167,"Ariel Ibagaza",33,1
"3332",38363,75,139,"Roland Lamah",74,3
"3333",38364,75,123,"Sami Allagui",63,1
"3334",38365,70,45,"Sebastien Siani",64,1
"3335",38366,74,150,"Vadis Odjidja-Ofoe",100,2
"3336",38367,72,141,"Andrija Delibasic",16,1
"3337",38368,73,143,"Anthony Vanden Borre",59,3
"3338",38369,79,126,"Dieumerci Mbokani",88,4
"3339",38371,77,148,"Bart Goor",62,1
"3340",38372,71,146,"Yoshito Okubo",1,1
"3341",38373,82,137,"Cheik Tiote",148,2
"3342",38378,73,128,"Jonathan Legear",37,1
"3343",38379,75,120,"Braulio",12,1
"3344",38380,68,142,"Mark de Man",5,2
"3345",38382,77,126,"Mohammed Tchite",100,2
"3346",38383,82,162,"Mbark Boussoufa",61,1
"3347",38385,79,144,"Nicolas Pareja",110,1
"3348",38388,73,130,"Olivier Deschacht",137,1
"3349",38389,75,143,"Roland Juhasz",92,1
"3350",38391,75,373,"Silvio Proto",184,1
"3351",38393,82,146,"Lucas Biglia",178,2
"3352",38395,71,354,"Alberto Cifuentes",15,1
"3353",38398,79,148,"Juan Arango",188,2
"3354",38403,79,155,"Jorge Lopez",35,2
"3355",38406,68,147,"Rafita",24,1
"3356",38410,58,124,"Gerald Forschelet",3,1
"3357",38417,61,59,"Ibrahima Diallo",21,1
"3358",38419,71,105,"Mahamadou Habib Habibou",75,2
"3359",38423,70,129,"Abdelmajid Oulmers",32,1
"3360",38424,81,148,"Juanfran",250,1
"3361",38427,76,384,"Jordi Codina",64,1
"3362",38431,75,148,"Borja Fernandez",110,1
"3363",38432,84,153,"Dante",191,1
"3364",38433,83,158,"Borja Valero",257,3
"3365",38434,58,290,"Damien Lahaye",7,1
"3366",38435,74,149,"Fabien Camus",105,2
"3367",38439,66,141,"Gregory Christ",43,1
"3368",38440,72,117,"Joseph Akpala",69,2
"3369",38441,77,127,"Laurent Ciman",123,1
"3370",38449,74,138,"Miguel Pallardo",32,2
"3371",38451,72,145,"Juanlu",31,1
"3372",38458,82,142,"Gonzalo Rodriguez",223,2
"3373",38460,87,137,"Diego Forlan",98,2
"3374",38464,78,143,"Quique Alvarez",1,1
"3375",38467,75,380,"Mariano Damian Barbosa",3,1
"3376",38468,75,148,"David Fuster Torrijos",11,1
"3377",38469,76,163,"Verza",90,1
"3378",38471,76,153,"Manuel Victor",21,1
"3379",38475,75,151,"Francisco Farinos",29,1
"3380",38479,73,164,"Javier Calleja",41,1
"3381",38484,71,355,"Juan Carlos",7,1
"3382",38489,68,123,"Xisco Nadal",12,1
"3383",38490,84,113,"Christian Vieri",3,1
"3384",38491,77,116,"Mido",21,2
"3385",38492,84,153,"Maniche",56,3
"3386",38495,74,121,"Andrius Velicka",7,1
"3387",38497,60,132,"Jim Hamilton",13,1
"3388",38502,71,40,"Marcelinho",13,1
"3389",38504,74,144,"Andre Bikey",26,1
"3390",38507,75,139,"Nano",16,1
"3391",38520,71,358,"Sergio Sanchez",7,1
"3392",38521,80,131,"Nacho Monreal",216,2
"3393",38526,72,139,"Gorka Brit",11,1
"3394",38534,71,138,"Javier Flano",6,1
"3395",38536,71,353,"Enaut Zubikarai",30,2
"3396",38539,68,142,"Nestor Susaeta",4,1
"3397",38540,75,149,"Gorka Elustondo",61,1
"3398",38546,66,152,"Gorka Larrea Garcia",2,1
"3399",38550,78,156,"Jose Javier Barkero",89,1
"3400",38551,81,143,"Joseba Llorente",74,1
"3401",38559,67,336,"Mikel Saizar",6,1
"3402",38561,72,138,"Sergio Boris",29,1
"3403",38567,80,151,"Nikola Zigic",37,2
"3404",38573,78,149,"Angel Lafita",156,1
"3405",38575,78,158,"Jose Movilla",59,1
"3406",38576,75,149,"Alberto Zapater",35,2
"3407",38577,79,133,"Ewerthon",1,1
"3408",38578,79,152,"Sergio Garcia",160,1
"3409",38581,75,160,"Corona",85,1
"3410",38599,62,45,"Benjamin Baltes",5,1
"3411",38601,78,144,"Theofanis Gekas",60,3
"3412",38604,61,116,"Przemyslaw Trytko",57,1
"3413",38606,76,163,"Jonathan Santana",5,1
"3414",38607,70,130,"Domingos Alexandre Martins da Costa Alex",93,1
"3415",38608,64,78,"Junior Agogo",9,1
"3416",38609,85,159,"Stiliyan Petrov",122,1
"3417",38612,67,47,"Adil Ramzi",37,1
"3418",38614,77,119,"Anthony Stokes",146,1
"3419",38617,73,371,"Adam Federici",27,1
"3420",38618,66,136,"Marcel Seip",31,1
"3421",38625,65,133,"Arnaud Buhler",130,1
"3422",38626,60,131,"Frederic Page",103,1
"3423",38628,67,327,"Sven Neuhaus",2,1
"3424",38647,77,123,"Stefan Aigner",108,1
"3425",38668,71,348,"Philipp Heerwagen",33,1
"3426",38672,66,117,"Stefan Buck",3,1
"3427",38697,82,123,"Jonathan Woodgate",53,1
"3428",38699,85,138,"Giuseppe Rossi",137,2
"3429",38700,83,137,"Florent Sinama-Pongolle",51,4
"3430",38701,80,146,"Manuel Fernandes",33,1
"3431",38703,82,143,"Souleymane Diawara",161,1
"3432",38704,73,119,"Tommy Smith",16,1
"3433",38711,74,144,"Keith Andrews",59,1
"3434",38717,84,126,"Mirko Vucinic",132,1
"3435",38719,73,102,"Rodrigo Defendi",30,1
"3436",38722,73,113,"Johann Vogel",3,1
"3437",38725,70,126,"Sebastian Schindzielorz",4,1
"3438",38727,65,59,"Giorgi Popkhadze",22,1
"3439",38728,71,111,"Richard Socrier",11,1
"3440",38729,74,52,"Leandro Cufre",18,2
"3441",38731,66,130,"Nathan Doyle",2,1
"3442",38732,63,51,"Hermanni Vuorinen",8,1
"3443",38746,77,138,"Sebastian Eguren",76,1
"3444",38751,83,98,"Ricardo Oliveira",15,1
"3445",38755,75,126,"Ricardo Fuller",59,1
"3446",38759,76,107,"Daniel Graham",76,1
"3447",38761,66,120,"Derek Young",53,1
"3448",38762,79,151,"Cristiano Doni",52,1
"3449",38763,66,114,"Calum Elliot",26,1
"3450",38773,77,134,"Danijel Ljuboja",106,2
"3451",38777,70,46,"Jordan Remacle",86,1
"3452",38778,71,135,"Oleksandr Iakovenko",69,3
"3453",38780,71,46,"Goran Ljubojevic",1,1
"3454",38782,76,127,"Jelle Vossen",103,1
"3455",38784,66,128,"Wim De Decker",93,1
"3456",38785,67,111,"Eric Matoukou",50,1
"3457",38786,72,143,"Faris Haroun",70,1
"3458",38788,64,131,"Gonzague Vandooren",35,1
"3459",38789,71,154,"Hans Cornelis",117,1
"3460",38791,64,47,"Kenneth van Goethem",36,1
"3461",38792,73,135,"Kevin Vandenbergh",45,2
"3462",38793,76,380,"Logan Bailly",102,3
"3463",38794,73,122,"Marvin Ogunjimi",57,2
"3464",38795,75,148,"Sebastien Pocognoli",118,4
"3465",38797,76,384,"Sinan Bolat",78,1
"3466",38798,72,144,"Thomas Chatelle",38,2
"3467",38799,71,140,"Tom Soetaers",4,1
"3468",38800,68,132,"Tomislav Mikulic",89,2
"3469",38801,68,132,"Wouter Vrancken",12,1
"3470",38802,79,144,"Steed Malbranque",152,2
"3471",38804,70,120,"dos Santos Fabio Junior",28,1
"3472",38805,75,365,"Stephan Andersen",56,3
"3473",38807,82,150,"James Milner",187,1
"3474",38810,78,130,"Angelos Charisteas",12,2
"3475",38812,73,136,"Liam Miller",63,2
"3476",38815,73,140,"Jan Kromkamp",4,1
"3477",38816,78,138,"Kevin Kilbane",33,1
"3478",38817,88,149,"Carlos Tevez",174,2
"3479",38818,86,164,"Javier Mascherano",212,2
"3480",38820,81,148,"Niko Kranjcar",61,1
"3481",38821,85,151,"Jose Antonio Reyes",152,2
"3482",38822,82,155,"Julio Baptista",52,2
"3483",38824,76,135,"Pascal Cygan",3,1
"3484",38827,85,151,"Amauri",127,1
"3485",38828,72,146,"Ervin Skela,30",33,2
"3486",38831,76,124,"Wayne Routledge",138,1
"3487",38834,85,155,"Ashley Cole",184,2
"3488",38835,85,132,"William Gallas",106,1
"3489",38836,80,148,"Pascal Chimbonda",39,1
"3490",38837,80,149,"DaMarcus Beasley",12,1
"3491",38842,77,132,"Arthur Boka",129,2
"3492",38843,90,157,"Ze Roberto",81,1
"3493",38848,79,128,"Milivoje Novakovic",98,1
"3494",38856,74,136,"Chris Eagles",46,1
"3495",38857,71,148,"Jason Euell",1,1
"3496",38863,72,143,"Junichi Inamoto,20",20,2
"3497",38865,77,145,"Colin Kazim-Richards",43,3
"3498",38866,64,58,"Paul Lawson",28,1
"3499",38880,72,151,"Ross Wallace",1,1
"3500",38886,77,145,"Miguel Angel de las Cuevas",133,1
"3501",38887,72,127,"Carlos Acuna",3,1
"3502",38888,75,149,"Cesar Peixoto",82,1
"3503",38889,75,133,"Juanma",22,1
"3504",38890,73,134,"Pablo Amo",9,1
"3505",38899,80,131,"Robert Huth",215,1
"3506",38900,76,99,"Shefki Kuqi",1,1
"3507",38906,64,47,"Nicolas Timmermans",50,1
"3508",38907,70,129,"Nicki Bille Nielsen",16,3
"3509",38913,78,147,"Orlando Engelaar",81,2
"3510",38915,72,58,"Dragan Mrdja",25,1
"3511",38920,78,136,"Cyril Thereau",199,2
"3512",38922,75,151,"Lionel Scaloni",49,2
"3513",38932,78,153,"Mariano Gonzalez",24,1
"3514",38938,75,155,"Paul Constantin Codrea",52,1
"3515",38943,78,150,"Marco Di Loreto",17,1
"3516",38945,68,147,"Mario Carevic",48,1
"3517",38947,68,56,"Mustapha Jarju Alasan",42,1
"3518",38951,73,138,"Issiar Dia",52,1
"3519",38952,67,115,"Damian Macaluso Rojas",37,1
"3520",38953,61,305,"Nathan Goris",1,1
"3521",38956,73,53,"Seth De Witte",98,1
"3522",38962,59,295,"Sven van der Jeugt",19,1
"3523",38966,75,148,"Lee Miller",61,1
"3524",38969,71,126,"Yoni Buyens",120,1
"3525",38971,61,42,"Marko Muslin",17,1
"3526",38979,67,145,"Danny Buijs",58,2
"3527",38994,80,62,"Rafael",114,2
"3528",38999,76,134,"Euzebiusz Smolarek",32,3
"3529",39000,76,134,"Martin Amedick",36,1
"3530",39022,70,138,"Oliver Fink",21,1
"3531",39027,86,152,"Vincent Kompany",213,1
"3532",39032,80,140,"Sotirios Kyrgiakos",33,2
"3533",39045,78,156,"Szabolcs Huszti",80,1
"3534",39054,70,120,"Ismael Bouzid",61,1
"3535",39066,73,131,"Roberto Damian Colautti",25,1
"3536",39069,74,162,"Lukasz Gargula",84,1
"3537",39070,72,136,"Arkadiusz Glowacki",133,1
"3538",39073,78,158,"Geovanni",48,1
"3539",39079,63,57,"Gary Miller",59,1
"3540",39081,69,133,"Philip Haglund",13,1
"3541",39091,69,92,"Goran Popov",45,2
"3542",39102,69,42,"Ivan Trickovski",11,2
"3543",39105,75,145,"Paulo Machado",103,1
"3544",39106,82,158,"Piotr Trochowski",108,2
"3545",39107,71,127,"Dean Shiels",49,1
"3546",39109,80,153,"Charlie Adam",137,2
"3547",39122,83,116,"Jonas",142,2
"3548",39136,74,140,"Dusan Djuric",101,2
"3549",39139,78,152,"Ola Toivonen",163,3
"3550",39141,78,117,"Marcus Berg",55,2
"3551",39142,77,148,"Henok Goitom",43,1
"3552",39145,69,146,"Alesandro Cordaro",135,1
"3553",39148,64,64,"Baptiste Ulens",12,1
"3554",39151,63,124,"Roberto Mirri",4,1
"3555",39153,65,316,"Cedric Berthelin",41,1
"3556",39156,64,137,"Frederic Jay",11,1
"3557",39157,54,124,"Gauthier Diafutua",6,1
"3558",39158,65,132,"Hocine Ragued",10,1
"3559",39163,71,352,"Dimitrios Eleftheropoulos",1,1
"3560",39170,80,398,"Andrea Consigli",222,1
"3561",39180,57,119,"Jose Espinal",1,1
"3562",39185,69,139,"Medina Fabiano",58,1
"3563",39190,75,145,"Adriano Ferreira Pinto",48,1
"3564",39191,75,53,"Moris Carrozzieri",32,1
"3565",39194,82,153,"Massimo Donati",107,2
"3566",39197,62,126,"Alessio Manzoni",1,1
"3567",39198,77,145,"Fernando Damian Tissone",117,2
"3568",39199,69,126,"Adriano Pereira da Silva",62,1
"3569",39200,73,134,"Luca Ariatti",37,1
"3570",39201,76,158,"Gianpaolo Bellini",117,1
"3571",39203,73,151,"Davide Bombardini",24,1
"3572",39204,73,377,"Alex Calderoni",8,1
"3573",39206,78,147,"Simone Loria",15,1
"3574",39207,77,147,"Giulio Migliaccio",153,1
"3575",39208,71,137,"Claudio Rivalta",10,1
"3576",39210,71,147,"Jose Leonardo Talamonti",43,1
"3577",39211,78,53,"Nicola Ventola",3,1
"3578",39213,77,142,"Lasse Schoene",174,1
"3579",39215,79,129,"Michael Krohn-Dehli",104,1
"3580",39218,66,147,"Claudio Pani",1,1
"3581",39222,77,148,"Davide Biondini",200,1
"3582",39223,74,147,"Andy Webster",100,1
"3583",39225,76,132,"Rickie Lambert",78,1
"3584",39229,72,149,"Cristiano Del Grosso",148,1
"3585",39232,80,145,"Simone Pepe",106,1
"3586",39233,74,46,"Gabriel Penalba",2,1
"3587",39264,73,155,"Giuseppe Colucci",58,1
"3588",39266,70,129,"Mark Edusei",41,1
"3589",39267,75,142,"Mariano Julio Izco",158,1
"3590",39271,76,129,"Takayuki Morimoto",47,1
"3591",39272,69,108,"Fausto Rossini",4,1
"3592",39273,72,137,"Gennaro Sardo",121,1
"3593",39274,76,146,"Lorenzo Stovini",29,1
"3594",39284,74,146,"Giovanni Marchese",110,1
"3595",39286,74,153,"Michele Marcolini",76,1
"3596",39294,70,345,"Davide Bassi",8,1
"3597",39297,79,154,"Denilson",61,1
"3598",39298,67,153,"Francesco Marianini",10,1
"3599",39299,70,145,"Lino Marzoratti",18,1
"3600",39301,70,119,"Gianluca Musacci",11,1
"3601",39302,67,336,"Alberto Pelagotti",6,1
"3602",39303,75,114,"Rincon",22,1
"3603",39304,77,147,"Dario Dainelli",191,1
"3604",39306,81,148,"Luis Jimenez",48,2
"3605",39311,85,100,"Adrian Mutu",105,2
"3606",39312,69,47,"Matthias Lepiller",18,1
"3607",39313,70,343,"Cristiano Lupatelli",4,1
"3608",39314,75,149,"Alessandro Potenza",55,1
"3609",39323,83,417,"Matteo Sereni",46,1
"3610",39324,78,156,"Roberto Baronio",22,1
"3611",39330,68,138,"Kari Arnason",31,1
"3612",39331,77,132,"Modibo Diakite",93,3
"3613",39332,79,142,"Pasquale Foggia",30,1
"3614",39334,82,155,"Christian Daniel Ledesma",178,1
"3615",39335,72,140,"Stefan Gislason",37,1
"3616",39337,78,108,"Stephen Ayodele Makinwa",6,1
"3617",39339,75,125,"Veigar Pall Gunnarsson",1,1
"3618",39340,73,134,"Massimo Mutarelli",20,1
"3619",39345,73,139,"Aleandro Rosi",120,1
"3620",39349,82,142,"Mancini",14,1
"3621",39350,72,113,"Tomas Danilevicius",8,1
"3622",39351,81,401,"Doni",53,2
"3623",39354,72,358,"Emanuele Manitta",5,1
"3624",39357,76,145,"Giovanni Pasquale",105,1
"3625",39359,74,145,"Edison Mendez",9,1
"3626",39360,72,150,"Luca Vigiani,22",22,1
"3627",39367,82,144,"Antonio Nocerino",182,2
"3628",39376,79,160,"Matteo Brighi",129,1
"3629",39379,76,134,"Roy Beerens",176,2
"3630",39386,68,151,"Daniele De Vezze",5,1
"3631",39388,70,153,"Csaba Feher",52,1
"3632",39389,66,118,"Antonio Ghomsi",91,1
"3633",39390,68,121,"Luigi Lavecchia",3,1
"3634",39391,73,130,"Salvatore Masiello",59,1
"3635",39393,77,143,"Houssine Kharja",65,1
"3636",39397,65,64,"Fabrizio Grillo",1,1
"3637",39400,61,48,"Rok Straus",24,1
"3638",39401,79,393,"Julio Sergio",56,1
"3639",39410,76,148,"Max Tonetto",10,1
"3640",39415,77,388,"Mariano Andujar",160,1
"3641",39419,78,131,"Cesare Bovo",158,1
"3642",39420,66,326,"Carlo Zotti",33,1
"3643",39422,79,141,"Mattia Cassani",203,1
"3644",39423,72,145,"Paolo Hernan Dellafiore",57,1
"3645",39425,77,384,"Alberto Fontana",4,1
"3646",39426,73,146,"Roberto Guana",111,1
"3647",39428,73,133,"Gianni Munari",69,1
"3648",39429,64,134,"Francesco Parravicini",5,1
"3649",39435,72,142,"Davide Di Gennaro",13,1
"3650",39440,76,130,"Vangelis Moras",169,1
"3651",39441,75,139,"Bruno Cirillo",28,1
"3652",39444,77,148,"Christian Brocchi",89,1
"3653",39447,82,121,"Marco Borriello",116,1
"3654",39450,76,54,"Panagiotis Kone",117,1
"3655",39455,83,136,"Sokratis Papastathopoulos",166,2
"3656",39462,70,145,"Vasilios Pliatsikas",5,1
"3657",39470,71,129,"Alessandro Bernardini",14,1
"3658",39474,78,130,"Robert Acquafresca",113,2
"3659",39477,80,394,"Stefano Sorrentino",247,1
"3660",39483,68,135,"Tijani Belaid",1,1
"3661",39485,68,149,"Antonio Bocchetti",23,1
"3662",39487,76,143,"Perparim Hetemaj",160,1
"3663",39488,78,125,"Igor Budan",27,1
"3664",39490,71,155,"Paolo Castellini",42,1
"3665",39492,75,120,"Maurizio Ciaramitaro",9,1
"3666",39494,71,105,"Zlatko Dedic",15,1
"3667",39495,78,157,"Andrea Gasbarroni",8,1
"3668",39496,77,111,"Vitali Kutuzov",23,1
"3669",39498,74,153,"Daniel Tozser",96,2
"3670",39502,69,140,"Fabio Ceravolo",17,1
"3671",39509,76,134,"Salvatore Aronica",105,1
"3672",39510,73,366,"Andrea Campagnolo",31,1
"3673",39514,67,80,"Ricardo Esteves",17,1
"3674",39522,64,313,"Pietro Marino",1,1
"3675",39525,64,91,"Luca Tognozzi",5,1
"3676",39533,74,153,"Gennaro Delvecchio",51,1
"3677",39534,75,148,"Daniele Franceschini",29,1
"3678",39535,81,158,"Christian Maggio",199,1
"3679",39537,75,104,"Ruben Olivera",51,1
"3680",39538,74,114,"Andrea Parola",21,1
"3681",39539,74,144,"Mirko Pieri",53,1
"3682",39540,83,136,"Fabio Quagliarella",160,1
"3683",39541,77,155,"Christian Terlizzi",60,1
"3684",39549,77,150,"Luca Antonini",91,1
"3685",39555,81,145,"Ignazio Abate",186,1
"3686",39556,73,123,"Daniele Corvia",18,1
"3687",39557,81,149,"Francesco Cozza",20,1
"3688",39559,76,113,"Mario Frick",54,2
"3689",39562,79,138,"Abdoulay Konko",137,2
